[928066448, 647, 377, 284, 239, 301, 430, 420, 89, 0, 559, 225, 166, 280, 206, 327, 534, 448, 435, 208, 481, 578, 385, 557, 179, 412, 107, 365, 255, 255, 147, 247, 255, 255, 253, 476, 230, 457, 204, 233]
[928066448, 647, 926150528, 647, 239, 301, 430, 420, 89, 0, 559, 225, 350, 401, 206, 327, 533, 505, 435, 208, 481, 578, 385, 557, 245, 371, 404, 530, 532, 202, 147, 247, 255, 255, 253, 476, 230, 457, 204, 233]
[509, 232, 926150528, 647, 0, 0, 334, 379, 316, 225, 0, 0, 0, 0, 366, 577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[494, 451, 926150528, 647, 0, 0, 334, 379, 316, 225, 0, 0, 0, 0, 366, 577, 340, 288, 0, 0, 0, 0, 0, 0, 0, 0, 236, 499, 0, 0, 568, 185, 0, 0, 0, 0, 0, 0, 252, 435]
[511, 316, 926150528, 647, 0, 0, 334, 379, 316, 225, 0, 0, 0, 0, 366, 577, 340, 288, 0, 0, 0, 0, 335, 315, 0, 0, 365, 510, 0, 0, 216, 499, 0, 0, 467, 518, 0, 0, 252, 435]
[228, 375, 458, 296, 0, 0, 334, 379, 316, 225, 0, 0, 0, 0, 366, 577, 340, 288, 0, 0, 0, 0, 335, 315, 0, 0, 365, 510, 0, 0, 216, 499, 0, 0, 467, 518, 0, 0, 252, 435]
[465, 296, 926150528, 647, 0, 0, 581, 238, 316, 225, 342, 202, 0, 0, 366, 577, 340, 288, 322, 539, 0, 0, 335, 315, 0, 0, 555, 528, 0, 0, 216, 499, 0, 0, 99, 376, 0, 0, 252, 435]
[930140192, 647, 185, 509, 518, 344, 581, 238, 316, 225, 342, 202, 356, 537, 366, 577, 340, 288, 322, 539, 0, 0, 335, 315, 485, 233, 555, 528, 0, 0, 216, 499, 0, 0, 390, 201, 0, 0, 252, 435]
[928073248, 647, 266, 314, 0, 0, 0, 0, 526, 448, 0, 0, 584, 242, 0, 0, 0, 0, 287, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 395, 434, 0, 0, 0, 0, 0, 0]
[928073248, 647, 324, 297, 498, 550, 563, 222, 526, 448, 171, 502, 584, 242, 0, 0, 0, 0, 287, 529, 0, 0, 160, 320, 0, 0, 0, 0, 0, 0, 0, 0, 395, 434, 0, 0, 334, 514, 0, 0]
[928073248, 647, 424, 252, 526, 395, 204, 317, 526, 448, 171, 502, 584, 242, 0, 0, 0, 0, 287, 529, 0, 0, 359, 458, 0, 0, 0, 0, 0, 0, 0, 0, 395, 434, 0, 0, 334, 514, 0, 0]
[928073248, 647, 926150528, 647, 526, 395, 204, 317, 526, 448, 264, 320, 532, 528, 0, 0, 0, 0, 287, 529, 0, 0, 359, 458, 518, 324, 0, 0, 0, 0, 0, 0, 395, 434, 0, 0, 422, 267, 0, 0]
[928073248, 647, 926150528, 647, 526, 395, 204, 317, 507, 239, 220, 449, 532, 528, 601, 518, 0, 0, 442, 566, 0, 0, 359, 458, 423, 468, 0, 0, 0, 0, 289, 302, 420, 352, 0, 0, 422, 267, 0, 0]
[928073248, 647, 926150528, 647, 526, 395, 204, 317, 507, 239, 220, 449, 532, 528, 548, 465, 350, 451, 442, 566, 0, 0, 359, 458, 423, 468, 0, 0, 0, 0, 289, 302, 420, 352, 0, 0, 235, 261, 0, 0]
[928073248, 647, 926150528, 647, 526, 395, 204, 317, 423, 510, 220, 449, 136, 262, 548, 465, 350, 451, 442, 566, 0, 0, 359, 458, 423, 468, 0, 0, 341, 342, 279, 459, 263, 257, 0, 0, 235, 261, 576, 249]
[380, 528, 926150528, 647, 526, 395, 204, 317, 423, 510, 220, 449, 136, 262, 548, 465, 350, 451, 313, 287, 0, 0, 359, 458, 423, 468, 0, 0, 341, 342, 279, 459, 263, 257, 0, 0, 235, 261, 576, 249]
[444, 283, 926150528, 647, 526, 395, 204, 317, 286, 541, 225, 252, 136, 262, 548, 465, 498, 415, 313, 287, 0, 0, 359, 458, 423, 468, 305, 362, 341, 342, 279, 459, 263, 257, 0, 0, 235, 261, 576, 249]
[928073248, 647, 563, 511, 526, 395, 204, 317, 286, 541, 225, 252, 136, 262, 548, 465, 498, 415, 351, 422, 0, 0, 359, 458, 375, 240, 305, 362, 341, 342, 279, 459, 263, 257, 0, 0, 235, 261, 576, 249]
[928073248, 647, 156, 260, 221, 518, 204, 317, 436, 403, 225, 252, 136, 262, 548, 465, 498, 415, 538, 331, 0, 0, 413, 239, 375, 240, 305, 362, 341, 342, 279, 459, 263, 257, 0, 0, 162, 426, 572, 219]
[928073248, 647, 926150528, 647, 221, 518, 204, 317, 331, 499, 244, 396, 552, 314, 548, 465, 463, 389, 538, 331, 0, 0, 413, 239, 375, 240, 305, 362, 341, 342, 279, 459, 263, 257, 0, 0, 162, 426, 572, 219]
[928073248, 647, 926150528, 647, 221, 518, 204, 317, 208, 295, 244, 396, 553, 507, 548, 465, 463, 389, 538, 331, 0, 0, 413, 239, 375, 240, 305, 362, 341, 342, 517, 352, 263, 257, 0, 0, 162, 426, 572, 219]
[928073248, 647, 156, 321, 353, 382, 548, 213, 208, 295, 244, 396, 553, 507, 210, 434, 463, 389, 538, 331, 0, 0, 413, 239, 431, 563, 305, 362, 346, 491, 517, 352, 263, 257, 0, 0, 162, 426, 572, 219]
[205, 306, 926150528, 647, 353, 382, 548, 213, 208, 295, 244, 396, 553, 507, 185, 463, 461, 348, 538, 331, 0, 0, 413, 239, 431, 563, 305, 362, 346, 491, 517, 352, 263, 257, 0, 0, 162, 426, 572, 219]
[928073248, 647, 926150528, 647, 415, 365, 548, 213, 155, 338, 244, 396, 553, 507, 185, 463, 432, 519, 538, 331, 0, 0, 413, 239, 572, 502, 305, 362, 346, 491, 517, 352, 263, 257, 0, 0, 162, 426, 572, 219]
[928073248, 647, 926150528, 647, 415, 365, 427, 385, 155, 338, 476, 481, 553, 507, 206, 286, 468, 214, 297, 520, 0, 0, 306, 239, 572, 502, 305, 362, 346, 491, 517, 352, 263, 257, 545, 357, 162, 426, 572, 219]
[429, 396, 926150528, 647, 415, 365, 427, 385, 394, 571, 476, 481, 449, 222, 206, 286, 468, 214, 297, 520, 0, 0, 306, 239, 242, 461, 305, 362, 531, 316, 517, 352, 263, 257, 545, 357, 162, 426, 188, 366]
[369, 415, 926150528, 647, 415, 365, 427, 385, 394, 571, 476, 481, 449, 222, 195, 464, 358, 246, 297, 520, 0, 0, 306, 239, 242, 461, 305, 362, 531, 316, 517, 352, 550, 419, 545, 357, 162, 426, 505, 311]
[432, 568, 468, 466, 415, 365, 440, 249, 394, 571, 476, 481, 449, 222, 195, 464, 358, 246, 297, 520, 291, 463, 306, 239, 242, 461, 305, 362, 531, 316, 517, 352, 550, 419, 545, 357, 162, 426, 535, 309]
[928073248, 647, 419, 318, 192, 490, 564, 486, 394, 571, 545, 189, 449, 222, 235, 267, 358, 246, 297, 520, 291, 463, 306, 239, 242, 461, 305, 362, 368, 551, 517, 352, 550, 419, 545, 357, 162, 426, 535, 309]
[928068896, 647, 926150528, 647, 518, 344, 581, 238, 420, 555, 342, 202, 356, 537, 366, 577, 265, 527, 575, 537, 0, 0, 335, 315, 485, 233, 555, 528, 0, 0, 216, 499, 0, 0, 390, 201, 0, 0, 252, 435]
[928068896, 647, 926150528, 647, 518, 344, 537, 534, 420, 555, 342, 202, 356, 537, 366, 577, 345, 190, 575, 537, 0, 0, 335, 315, 485, 233, 316, 390, 0, 0, 216, 499, 0, 0, 390, 201, 0, 0, 535, 310]
[928068896, 647, 159, 285, 518, 344, 537, 534, 420, 555, 342, 202, 377, 530, 366, 577, 345, 190, 575, 537, 0, 0, 335, 315, 485, 233, 316, 390, 369, 220, 216, 499, 0, 0, 390, 201, 0, 0, 535, 310]
[928068896, 647, 361, 342, 518, 344, 537, 534, 450, 474, 193, 305, 377, 530, 366, 577, 345, 190, 575, 537, 0, 0, 335, 315, 485, 233, 316, 390, 343, 512, 216, 499, 0, 0, 390, 201, 0, 0, 577, 277]
[186, 345, 243, 523, 518, 344, 537, 534, 393, 584, 522, 402, 377, 530, 366, 577, 345, 190, 575, 537, 0, 0, 481, 243, 372, 417, 316, 390, 566, 503, 216, 499, 0, 0, 365, 241, 0, 0, 577, 277]
[467, 388, 926150528, 647, 518, 344, 537, 534, 393, 584, 522, 402, 377, 530, 366, 577, 345, 190, 575, 537, 0, 0, 481, 243, 372, 417, 114, 385, 566, 503, 354, 514, 0, 0, 365, 241, 0, 0, 577, 277]
[928068896, 647, 503, 275, 527, 513, 537, 534, 393, 584, 522, 402, 377, 530, 366, 577, 345, 190, 575, 537, 297, 320, 481, 243, 372, 417, 114, 385, 566, 503, 354, 514, 0, 0, 365, 241, 0, 0, 577, 277]
[928068896, 647, 204, 407, 527, 513, 537, 534, 393, 584, 522, 402, 377, 530, 366, 577, 345, 190, 374, 236, 297, 320, 481, 243, 372, 417, 114, 385, 566, 503, 354, 514, 0, 0, 365, 241, 349, 474, 577, 277]
[928068896, 647, 926150528, 647, 527, 513, 497, 288, 393, 
